,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
128,44.0,34.0,16.0,4.0,2.0,7.0,20.0,34.0,72.0,165.0,215.0,220.0,251.0,308.0,262.0,212.0,202.0,227.0,184.0,174.0,111.0,98.0,65.0,39.0
129,16.0,18.0,5.0,4.0,4.0,8.0,14.0,33.0,72.0,89.0,93.0,112.0,125.0,104.0,89.0,101.0,71.0,104.0,105.0,76.0,59.0,35.0,25.0,21.0
130,129.0,101.0,55.0,14.0,7.0,14.0,14.0,54.0,87.0,149.0,197.0,269.0,309.0,253.0,310.0,264.0,280.0,275.0,231.0,173.0,125.0,141.0,116.0,103.0
131,29.0,22.0,8.0,9.0,1.0,10.0,35.0,18.0,59.0,100.0,109.0,145.0,200.0,247.0,208.0,199.0,169.0,149.0,105.0,100.0,78.0,54.0,39.0,29.0
132,2.0,1.0,0.0,0.0,0.0,0.0,4.0,18.0,6.0,17.0,35.0,31.0,33.0,32.0,46.0,52.0,44.0,34.0,23.0,27.0,21.0,9.0,4.0,3.0
133,91.0,40.0,36.0,27.0,12.0,11.0,23.0,73.0,167.0,355.0,553.0,686.0,757.0,664.0,606.0,550.0,467.0,413.0,364.0,251.0,159.0,119.0,73.0,64.0
134,21.0,26.0,15.0,5.0,15.0,10.0,15.0,44.0,80.0,97.0,178.0,194.0,211.0,178.0,214.0,178.0,147.0,129.0,107.0,129.0,90.0,62.0,60.0,34.0
135,12.0,9.0,1.0,6.0,3.0,1.0,2.0,3.0,9.0,7.0,18.0,35.0,35.0,33.0,32.0,35.0,35.0,40.0,30.0,14.0,27.0,27.0,24.0,8.0
136,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,8.0,27.0,22.0,30.0,24.0,6.0,8.0,16.0,10.0,6.0,13.0,5.0,3.0,17.0,1.0
137,5.0,2.0,13.0,2.0,2.0,9.0,21.0,37.0,56.0,88.0,72.0,77.0,120.0,103.0,70.0,79.0,75.0,63.0,60.0,47.0,21.0,9.0,13.0,3.0
138,20.0,8.0,7.0,1.0,2.0,3.0,3.0,17.0,69.0,89.0,107.0,146.0,153.0,150.0,134.0,170.0,108.0,120.0,117.0,84.0,50.0,47.0,19.0,17.0
140,40.0,24.0,21.0,14.0,2.0,3.0,42.0,79.0,125.0,245.0,315.0,424.0,402.0,343.0,322.0,344.0,370.0,374.0,276.0,238.0,124.0,76.0,75.0,39.0
141,54.0,47.0,33.0,13.0,9.0,11.0,25.0,70.0,244.0,404.0,639.0,822.0,872.0,775.0,749.0,814.0,745.0,743.0,515.0,339.0,168.0,149.0,74.0,54.0
142,43.0,26.0,26.0,5.0,1.0,26.0,38.0,65.0,102.0,161.0,252.0,312.0,293.0,208.0,240.0,222.0,273.0,234.0,206.0,171.0,103.0,51.0,66.0,48.0
143,19.0,18.0,13.0,8.0,6.0,2.0,17.0,70.0,138.0,235.0,278.0,397.0,398.0,394.0,383.0,422.0,473.0,347.0,249.0,169.0,94.0,80.0,48.0,25.0
144,77.0,104.0,73.0,33.0,6.0,8.0,19.0,40.0,114.0,229.0,331.0,399.0,438.0,336.0,413.0,426.0,386.0,311.0,244.0,174.0,140.0,98.0,76.0,62.0
145,45.0,13.0,9.0,13.0,6.0,15.0,43.0,93.0,163.0,293.0,437.0,354.0,394.0,372.0,427.0,459.0,444.0,426.0,367.0,225.0,184.0,140.0,138.0,47.0
146,0.0,4.0,4.0,4.0,3.0,8.0,20.0,50.0,16.0,43.0,48.0,73.0,71.0,58.0,57.0,39.0,47.0,58.0,40.0,14.0,22.0,14.0,6.0,13.0
147,2.0,4.0,0.0,1.0,0.0,3.0,9.0,15.0,30.0,44.0,48.0,41.0,58.0,47.0,65.0,69.0,49.0,53.0,57.0,25.0,39.0,14.0,20.0,6.0
148,35.0,19.0,5.0,4.0,1.0,1.0,0.0,6.0,23.0,28.0,39.0,73.0,139.0,148.0,135.0,151.0,164.0,165.0,190.0,91.0,93.0,87.0,68.0,37.0
149,7.0,13.0,3.0,1.0,2.0,2.0,15.0,24.0,61.0,86.0,85.0,91.0,119.0,104.0,87.0,80.0,51.0,93.0,87.0,55.0,47.0,35.0,24.0,19.0
150,11.0,9.0,3.0,0.0,0.0,6.0,23.0,73.0,117.0,183.0,262.0,412.0,440.0,514.0,538.0,550.0,588.0,481.0,401.0,332.0,169.0,69.0,33.0,15.0
152,57.0,45.0,22.0,21.0,10.0,3.0,6.0,39.0,83.0,144.0,202.0,235.0,252.0,256.0,246.0,217.0,170.0,182.0,173.0,134.0,81.0,72.0,35.0,30.0
153,54.0,33.0,23.0,11.0,8.0,23.0,23.0,57.0,86.0,127.0,243.0,333.0,319.0,318.0,321.0,293.0,229.0,227.0,240.0,136.0,113.0,90.0,55.0,41.0
154,21.0,21.0,10.0,4.0,4.0,21.0,7.0,13.0,48.0,108.0,107.0,155.0,148.0,127.0,131.0,159.0,110.0,113.0,104.0,102.0,73.0,52.0,45.0,51.0
