,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
125,26.0,21.0,5.0,6.0,6.0,5.0,3.0,51.0,51.0,61.0,131.0,175.0,227.0,248.0,232.0,267.0,215.0,211.0,206.0,173.0,132.0,98.0,63.0,58.0
126,44.0,22.0,26.0,11.0,7.0,17.0,25.0,48.0,115.0,263.0,256.0,394.0,403.0,421.0,408.0,458.0,411.0,323.0,253.0,158.0,116.0,83.0,72.0,55.0
127,62.0,43.0,26.0,19.0,10.0,4.0,4.0,35.0,68.0,102.0,168.0,211.0,255.0,254.0,256.0,227.0,231.0,255.0,208.0,187.0,125.0,134.0,85.0,74.0
128,75.0,56.0,27.0,15.0,6.0,0.0,8.0,25.0,45.0,115.0,182.0,228.0,249.0,284.0,282.0,273.0,254.0,255.0,255.0,197.0,137.0,99.0,92.0,61.0
129,46.0,15.0,21.0,8.0,9.0,3.0,5.0,8.0,24.0,41.0,60.0,90.0,89.0,104.0,114.0,101.0,113.0,128.0,124.0,83.0,83.0,56.0,64.0,37.0
130,82.0,52.0,32.0,9.0,7.0,5.0,8.0,24.0,87.0,157.0,180.0,232.0,274.0,263.0,312.0,292.0,304.0,297.0,253.0,245.0,148.0,133.0,112.0,84.0
131,29.0,19.0,13.0,7.0,5.0,4.0,11.0,38.0,64.0,104.0,136.0,187.0,180.0,168.0,184.0,220.0,191.0,142.0,144.0,124.0,70.0,52.0,35.0,25.0
132,3.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,14.0,31.0,50.0,31.0,48.0,32.0,35.0,39.0,30.0,35.0,29.0,33.0,22.0,19.0,18.0,7.0
133,61.0,29.0,18.0,21.0,5.0,4.0,26.0,141.0,369.0,579.0,614.0,598.0,612.0,577.0,524.0,518.0,459.0,425.0,371.0,224.0,157.0,100.0,94.0,63.0
134,68.0,48.0,27.0,10.0,8.0,5.0,6.0,17.0,59.0,76.0,115.0,156.0,168.0,189.0,146.0,193.0,198.0,173.0,181.0,156.0,110.0,68.0,62.0,72.0
135,13.0,9.0,6.0,7.0,3.0,1.0,0.0,2.0,9.0,32.0,24.0,34.0,42.0,44.0,24.0,31.0,47.0,23.0,20.0,29.0,14.0,15.0,24.0,14.0
136,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,11.0,11.0,17.0,18.0,16.0,13.0,20.0,23.0,14.0,19.0,16.0,8.0,9.0,3.0,2.0
137,12.0,6.0,14.0,2.0,1.0,2.0,3.0,2.0,9.0,26.0,62.0,69.0,56.0,65.0,82.0,87.0,70.0,83.0,48.0,58.0,53.0,30.0,31.0,15.0
138,19.0,17.0,19.0,8.0,6.0,2.0,8.0,23.0,34.0,56.0,109.0,121.0,113.0,112.0,119.0,134.0,138.0,143.0,142.0,75.0,61.0,37.0,42.0,22.0
140,76.0,41.0,23.0,7.0,3.0,4.0,11.0,41.0,120.0,254.0,315.0,354.0,370.0,382.0,390.0,431.0,415.0,375.0,309.0,233.0,134.0,93.0,100.0,94.0
141,71.0,53.0,22.0,20.0,9.0,7.0,44.0,124.0,263.0,481.0,678.0,884.0,890.0,823.0,721.0,728.0,774.0,602.0,413.0,304.0,188.0,113.0,122.0,96.0
142,86.0,35.0,25.0,29.0,10.0,20.0,35.0,103.0,143.0,111.0,118.0,190.0,199.0,207.0,209.0,256.0,277.0,257.0,272.0,152.0,145.0,115.0,110.0,87.0
143,38.0,33.0,22.0,21.0,4.0,1.0,2.0,21.0,110.0,220.0,230.0,309.0,332.0,375.0,348.0,462.0,338.0,310.0,245.0,173.0,103.0,70.0,62.0,72.0
144,99.0,67.0,40.0,22.0,11.0,13.0,14.0,36.0,82.0,150.0,242.0,288.0,395.0,398.0,410.0,355.0,377.0,348.0,296.0,209.0,166.0,124.0,100.0,81.0
145,58.0,26.0,29.0,21.0,5.0,6.0,14.0,45.0,87.0,126.0,172.0,249.0,340.0,398.0,488.0,473.0,452.0,485.0,378.0,296.0,210.0,146.0,115.0,91.0
146,12.0,3.0,8.0,4.0,5.0,1.0,4.0,9.0,31.0,25.0,39.0,54.0,36.0,69.0,60.0,75.0,61.0,84.0,59.0,37.0,28.0,21.0,17.0,20.0
147,30.0,11.0,3.0,2.0,0.0,0.0,10.0,7.0,16.0,38.0,21.0,25.0,42.0,36.0,46.0,54.0,45.0,55.0,47.0,42.0,56.0,39.0,36.0,21.0
148,8.0,5.0,7.0,4.0,1.0,5.0,20.0,41.0,103.0,132.0,140.0,172.0,194.0,182.0,151.0,120.0,123.0,137.0,115.0,74.0,54.0,52.0,24.0,22.0
149,29.0,14.0,0.0,6.0,2.0,1.0,3.0,6.0,9.0,33.0,34.0,56.0,97.0,67.0,64.0,57.0,78.0,101.0,132.0,54.0,68.0,82.0,65.0,44.0
150,11.0,9.0,2.0,0.0,1.0,6.0,25.0,55.0,100.0,196.0,224.0,343.0,450.0,543.0,530.0,557.0,514.0,478.0,433.0,332.0,167.0,81.0,38.0,29.0
152,52.0,42.0,31.0,18.0,5.0,9.0,20.0,18.0,42.0,94.0,157.0,200.0,229.0,222.0,220.0,223.0,177.0,185.0,197.0,128.0,86.0,73.0,82.0,46.0
153,50.0,27.0,25.0,18.0,10.0,6.0,19.0,56.0,85.0,163.0,252.0,236.0,332.0,283.0,263.0,251.0,287.0,254.0,204.0,183.0,86.0,53.0,54.0,48.0
154,25.0,26.0,17.0,5.0,5.0,4.0,4.0,15.0,24.0,59.0,75.0,97.0,111.0,123.0,124.0,149.0,166.0,158.0,117.0,99.0,80.0,66.0,50.0,27.0
156,61.0,48.0,28.0,23.0,19.0,7.0,17.0,40.0,76.0,113.0,222.0,291.0,307.0,327.0,349.0,341.0,359.0,337.0,298.0,215.0,166.0,101.0,66.0,60.0
